4,0,16:45:30,16:46:54
3,0,16:46:54,16:48:17
2,2,16:48:17,16:48:48
2,2,16:48:48,16:49:19
2,2,16:49:20,16:49:51
2,2,16:49:51,16:50:22
1,3,16:50:22,16:54:24
1,3,16:54:24,16:58:26
1,3,16:58:26,17:02:28
1,3,17:02:28,17:06:31
2,1,17:06:31,17:07:32
2,1,17:07:32,17:08:08
2,1,17:08:08,17:08:45
