4,0,19:14:04,19:15:27
3,0,19:15:27,19:16:50
2,2,19:16:50,19:17:22
3,2,19:17:22,19:17:53
2,2,19:17:53,19:18:24
2,2,19:18:24,19:18:55
2,1,19:18:55,19:19:32
2,1,19:19:32,19:20:08
1,3,19:23:36,19:27:38
1,3,19:27:38,19:31:40
1,3,19:31:40,19:35:42
1,3,19:35:42,19:39:44
1,3,19:39:44,19:43:46
1,3,19:43:46,19:47:48
1,3,19:47:48,19:51:50
1,3,19:51:51,19:55:53
3,1,19:58:05,19:58:41
