4,0,15:07:40,15:09:03
3,0,15:09:03,15:10:26
3,1,15:10:27,15:11:03
2,2,15:11:03,15:11:34
2,2,15:11:34,15:12:05
1,3,15:12:05,15:16:08
1,3,15:16:08,15:20:10
1,3,15:20:10,15:24:12
3,1,15:30:03,15:30:40
3,1,15:30:40,15:31:16
2,2,15:31:16,15:31:47
2,2,15:31:48,15:32:19
