4,0,18:30:27,18:31:51
3,0,18:31:51,18:33:14
2,2,18:33:14,18:33:45
2,2,18:33:46,18:34:17
2,2,18:34:17,18:34:48
1,3,18:34:48,18:38:50
1,3,18:38:50,18:42:52
1,3,18:42:52,18:46:54
