
4,0,13:20:26,13:21:49
3,0,13:21:50,13:23:13
1,3,13:23:13,13:27:15
3,1,13:30:36,13:31:13
3,1,13:31:13,13:31:49
2,2,13:31:49,13:32:21
2,2,13:32:21,13:32:52
1,3,13:32:52,13:36:54
1,3,13:36:54,13:40:56
1,3,13:40:56,13:44:58
1,3,13:44:58,13:49:00
1,3,13:49:00,13:53:02
2,2,13:54:56,13:55:27
3,1,13:55:27,13:56:03
1,3,13:56:03,14:00:05
1,3,14:00:05,14:04:07
1,3,14:04:07,14:08:10
1,3,14:08:10,14:12:12
2,2,14:12:12,14:13:19
