4,0,17:13:52,17:15:15
2,2,17:15:15,17:15:46
2,2,17:15:47,17:16:18
1,3,17:16:18,17:20:20
3,0,17:22:54,17:24:17
2,2,17:24:17,17:24:48
1,3,17:24:49,17:28:51
1,3,17:28:51,17:32:53
1,3,17:32:53,17:36:55
2,2,17:36:55,17:38:53
2,1,17:38:53,17:39:30
1,3,17:39:30,17:43:32
1,3,17:43:32,17:47:34
1,3,17:47:34,17:51:36
2,1,17:54:09,17:54:45
2,1,17:54:45,17:55:22
